,Startup Name,Founding Date,City,Industry/Vertical,Sub-Vertical,Founders,Investors,Amount(in USD),Investment Stage
145,Pitstop,2015,Bangalore,Car Service,"Pitstop owns and operates a network of garages that provides car repair, detailing",Mihir Mohan Mishra,"Clairvest Group, Ontario Centres of Excellence","$1,020,000",
146,Zomato,2008,Haryana,Food devlivery,Get online food delivery from restaurants near you,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford","$100,000,000",
147,i3 Systems,2016,Mumbai,Insurance Tech,Transforming India's health insurance industry with its digital solutions and AI products for automation,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo","$1,050,000",Pre-Series A
148,SOAL,2017,Mumbai,EdTech,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders","Pratik Agarwal, Raj Desai, Varsha Bhambhani","Krishnan Menon, Srinivas Kollipara","$1,000,000",Series A-1
149,OckyPocky,2015,Gurugram,EdTech,Ockypocky helps kids in learning spoken english,Amit Agrawal,"SucSEED Venture Partners, ah! Ventures","$400,000",Seed
150,Customfit ai,2019,Bangalore,SaaS startup,Operates on a SaaS model by providing a hyper-personalised website to users.,"Ashwin Kumar, Shoaib Mohammed",,Undisclosed,
151,Hippo Video,2016,New York,Video personalization,Helps enterprise businesses achieve their marketing and sales goals through seamless video,Karthi Mariappan,"Surge, Kae Capital","$4,000,000",Series A
152,Hasura,2017,San Francisco,Software Company,"Builds developer tooling products, including open source tools, backend","Tanmai Gopal, Rajoshi Ghosh","Nexus Venture Partners, Sam Lambert","$25,000,000",Series B
153,Nirmata,2013,San Franciscao,Tech,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,"Damien Toledo, Jim Bugwadia, Ritesh Patel","Damien Toledo, Jim Bugwadia, Ritesh Patel",Undisclosed,
154,Qapita,2019,Singapore,FinTech,Qapita provides digital equity management tools for private companies and startups.,"Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan","Alto Partners, Mission Holdings","$1,080,000",Seed
155,Sunday,2017,Bangkok,FinTech,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,Cindy Kua,"SCB 10X, LINE Ventures","$9,000,000",Pre-Series B
