Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
NeoDocs,Mumbai,Healthtech,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Y Combinator, 9Unicorns, Titan Capital",3500000.0,Seed,2021
Kirana247,Delhi,Logistics & Supply Chain,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,Undisclosed,1000000.0,Seed,2021
Bewakoof,Mumbai,Apparel & Fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",InvestCorp,8000000.0,Seed,2021
TartanSense,Bengaluru,Information Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,"FMC, Omnivore, Blume Ventures",5000000.0,Seed,2021
Curefoods,Bengaluru,Food & Beverages,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Seed,2021
1Bridge,Bengaluru,Consumer Goods,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",C4D Partners,2500000.0,Seed,2021
The Gourmet Jar,Noida,Food & Beverages,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",DevX Venture Fund,150000.0,Seed,2021
Zorgers,Mohali,Hospital & Health Care,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,Ritu Marya Family Office.,3500000.0,Seed,2021
BangDB,Bengaluru,Computer Software,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,Ten Innovate,3500000.0,Seed,2021
Credenc,Delhi,FinTech,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,Capital India,25000000.0,Seed,2021
Edvizo,Bengaluru,Consumer Services,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",Inflection Point Ventures,1000000.0,Pre-series A,2021
Braingroom,Chennai,EdTech,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.","IAN, Social Alpha, Startup Oasis",200000.0,Seed,2021
Eka.care,Bengaluru,Healthcare,A digitally enabled and connected healthcare ecosystem for better health outcomes.,"Deep Kalra, Ashish Kashyap, Rajesh Magow",4500000.0,Seed,2021
Lenskart,Faridabad,Eyewear,India's fastest growing eyewear company and largest eyewear company online.,"Temasek, Falcon Edge",220000000.0,Seed,2021
Otipy,Gurugram,Food & Beverages,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,"Omidyar Network India, Innoven Capital",10200000.0,Series A,2021
GlobalBees,Delhi,D2C Business,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,"FirstCry, Lightspeed Venture Partners",150000000.0,Series A,2021
Captain Fresh,Bengaluru,Logistics,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,"Accel Partners, Matrix India",12000000.0,Series A,2021
GODI Energy,Hyderabad,Automotive,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,Blue Ashva Capital,3500000.0,Seed,2021
Hyreo,Thiruvananthapuram,Human Resources,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,Callapina Capital,3500000.0,Pre-series A,2021
NirogStreet,Delhi,Healthcare,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000.0,Series A,2021
SuperBeings,Bengaluru,Computer software,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.",Endiya Partners,3500000.0,Seed,2021
Mailmodo,Bengaluru,Marketing & Advertising,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,"Sequoia’s Surge, Y Combinator",2000000.0,Seed,2021
BlackBuck,Bengaluru,Logistics & Supply Chain,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,"Tribe Capital, IFC Emerging Asia Fund, VEF",67000000.0,Series E,2021
Even,Bengaluru,Healthcare,One monthly subscription to cover all your healthcare needs.,Khosla Ventures,5000000.0,Seed,2021
Spinny,Gurugram,Automotive,Spinny is a new age used car end-to-end platform in India.,Tiger Global,108000000.0,Series D,2021
Mynvax,Bengaluru,Biotechnology,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,"Accel, LetsVenture, 1Crowd",4000000.0,Series A,2021
RiseBird,Pune,Human Resources,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,SAB Holdings,500000.0,Seed,2021
Inshorts,Noida,Internet,Built Inshorts with a promise to deliver news,Vy Capital,60000000.0,Seed,2021
MedPay,Bengaluru,Information Technology,MedPay® is building the real-time claims adjudication platform for health insurers.,"Entrepreneur First (EF), GrowX Ventures",1200000.0,Seed,2021
OneCode,Bengaluru,Internet,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services","Sequoia’s Surge, Nexus Venture Partners",5000000.0,Seed,2021
Beco,Mumbai,Consumer Goods,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.",Climate Angels Fund,500000.0,Seed,2021
Sea6 Energy,Bengaluru,Biotechnology,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.",Aqua-Spark,9000000.0,Series B,2021
MYSUN,Delhi,Solar,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",TATA Cleantech Capital,2000000.0,Seed,2021
CareerNinja,Mumbai,EdTech,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",Unitus Ventures,3500000.0,Seed,2021
SmartCoin,Bengaluru,FinTech,India's Most Preferred Instant Loan App,"Northern Arc, Vivriti Capital",10000000.0,Seed,2021
Bella Vita Organic,Gurugram,Healthcare,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Ananta Capital,10000000.0,Seed,2021
GalaxyCard,Gurugram,FinTech,GalaxyCard is a mobile based Instant Credit Card.,JITO Angel Network,450000.0,Seed,2021
HealthifyMe,Bengaluru,Healthcare,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,"LeapFrog, Khosla Ventures",75000000.0,Series C,2021
NFTically,Gurugram,NFT Marketplace,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",Jayanti Kanani,3500000.0,Seed,2021
Automovill,Bengaluru,Automotive,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.",Mumbai Angels Network,500000.0,Seed,2021
Vegrow,Bengaluru,Farming,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,"Lightspeed Venture Partners, Elevation Capital",13000000.0,Seed,2021
Uvi Health,Bengaluru,Healthcare,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Titan Capital,330000.0,Pre-seed,2021
Dozee,Bengaluru,Healthcare,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.",Prime VP,5000000.0,Series A,2021
Knorish,Gurugram,EdTech,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,Pre-series A,2021
Inspacco,Pune,Facilities Services,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services",Undisclosed,200000.0,Seed,2021
ReDesyn,Mumbai,Merchandise,"Merchandise drop-shipping platform for influencers, designers, creators & brands.",Anthill Ventures,300000.0,Pre-series A,2021
MYFITNESS,Silvassa,Fitness,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.",9Unicorns,1000000.0,Seed,2021
JetSynthesys,Pune,Media,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Sachin Tendulkar,2000000.0,Seed,2021
Murf.ai,Bengaluru,SaaS startup,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.",Elevation Capital,1500000.0,Seed,2021
Ourbetterplanet,Bengaluru,E-commerce,A curated online marketplace for all things sustainable!,VANS Group,300000.0,Seed,2021
Strata,Bengaluru,Real Estate,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,"Kotak Investment Advisors Limited, Gruhas Proptech",6000000.0,Series A,2021
Wasabi,Bengaluru,Consulting,Help small businesses grow their sales via our customer interaction and growth platform.,"021 Capital, Sparrow Capital",1800000.0,Seed,2021
90+ My Tuition App,Bengaluru,EdTech,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Pearl Investment LLC,5000000.0,Series A,2021
Slice,Bengaluru,Financial Services,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards","Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,Seed,2021
Fixcraft,Gurugram,Automotive,India's Most Trusted Automotive Repair Brand,Undisclosed,1000000.0,Pre-series A,2021
Biconomy,Delhi,Blockchain,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,"Mechanism Capital, DACM",9000000.0,Seed,2021
Minimalist,Jaipur,Cosmetics,Affordable skincare for all,Sequoia Capital,10000000.0,Series A,2021
Chai Waale,Chennai,Food & Beverages,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.","Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000.0,Seed,2021
3SC,Gurugram,Logistics,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,GEF Capital’s South Asia Fund,15000000.0,Series B,2021
SP Robotic Works,Chennai,EdTech,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,Mount Judi India Growth Fund,3000000.0,Series A,2021
Meddo,Gurgaon,Healthcare,Meddo is an end-to-end medical services provider,"growX ventures, Venture Gurukool",3000000.0,Pre-series A,2021
I am Love,Mumbai,Healthcare,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Xentel Investments,4000000.0,Seed,2021
Digantara,Bengaluru,SpaceTech,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",Kalaari Capital,2500000.0,Seed,2021
MyGlamm,Mumbai,D2C,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,Accel Partners,40000000.0,Seed,2021
Eloelo,Bengaluru,Gaming,Creator-led Social Gaming & Live Streaming Platform,"Waterbridge, Lumikai",2000000.0,Pre-series A,2021
Keeros,Lucknow,Food & Beverages,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.",Venture Catalysts,3500000.0,Pre-series A,2021
G.O.A.T,Bengaluru,D2C,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"Tiger Global, Flipkart Ventures",36000000.0,Series A,2021
Mamaearth,Gurugram,Healthcare,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,Sofina Ventures SA,50000000.0,Seed,2021
Go Swift,Bengaluru,Consumer Services,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,Kalaari Capital,2000000.0,Pre-series A,2021
Skymet,Noida,Environmental Services,Provide services that allow clients to understand and organize themselves around changing environment.,"Northern Arc, Caspian Impact Investments",1000000.0,Seed,2021
Droom,Gurugram,Automobile,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Undisclosed,200000000.0,Seed,2021
Learn4o Technology,Jaipur,E-learning,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",IAN,3500000.0,Seed,2021
Insane AI,Bengaluru,Fitness,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,pi Ventures,800000.0,Seed,2021
The Whole Truth,Mumbai,Food & Beverages,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Sequoia Capital,6000000.0,Series A,2021
ixigo,Gurugram,IT,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!","GIC, Infoedge",53000000.0,Seed,2021
Bandhoo,Gurugram,IT,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers",Unitus Ventures,1000000.0,Seed,2021
Pencilton,Hyderabad,FinTech,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",Jupiter,330000.0,Pre-seed,2021
NewsReach,Ahmedabad,Media,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,JITO Angel Network,300000.0,Seed,2021
Zingbus,Gurugram,Mobility,Zingbus is a renowned brand in the bus operating industry.,Infoedge ventures,5000000.0,Pre-series A,2021
Edukemy,Noida,EdTech,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.","Auxano, Falcon5",2000000.0,Pre-series A,2021
Gumlet,Bengaluru,IT,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,Sequoia’s Surge,1600000.0,Seed,2021
KiranaKart,Mumbai,E-commerce,A better model for instant grocery delivery in India.,Global Founders Capital,720000.0,Pre-seed,2021
Aqgromalin,Chennai,AgriTech,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,Zephyr Peacock,700000.0,Seed,2021
OYO,Gurugram,Hospitality,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,"SoftBank Vision Fund, Hindustan Media Venture",660000000.0,Seed,2021
Shiprocket,Delhi,Logistics,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,"March Capital, Tribe Capital",41000000.0,Series D1,2021
Green Soul,Ambernath,Consumer Goods,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,velocity.in,200000.0,Seed,2021
CanPe,Bengaluru,Computer software,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",Axilor Ventures,3500000.0,Seed,2021
SpEd@home,Mumbai,EdTech,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",Undisclosed,300000.0,Seed,2021
Rockclimber,Bengaluru,Food & Beverages,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,Anand Prakash Sharma,1000000.0,Seed,2021
Fountain9,Mumbai,Computer software,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.","021 Capital, Y Combinator",1900000.0,Seed,2021
DealShare,Bengaluru,Retail,The next generation disruptive (social) e-commerce product for the masses.,Tiger Global,144000000.0,Seed,2021
Earth Rhythm,Gurugram,Cosmetics,A mission to make customers healthier and Earth a little greener.,Anicut Angel Fund,1200000.0,Seed,2021
CoRover,Bengaluru,Information Technology,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,Canbank Venture Capital Fund,3500000.0,Seed,2021
Neverinstall,Bengaluru,Information Technology,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,Speciale Invest,370000.0,Seed,2021
Pocketly,Bengaluru,FinTech,"Pocketly provides quick cash on hand, anytime - anywhere!",Undisclosed,3500000.0,Seed,2021
Genworks Health,Bengaluru,Healthcare,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,Blacksoil,2000000.0,Seed,2021
Pine Labs,Noida,Information Technology,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,"Fidelity, BlackRock",600000.0,Seed,2021
MyMobiForce,Noida,Internet,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",Bharat Inclusion,1400000.0,Pre-series A,2021
BeatO,Delhi,Healthcare,ULTIMATE app to manage chronic conditions.,W Health Ventures,5000000.0,Pre-series B,2021
Teachmint,Bengaluru,EdTech,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,Learn Capital,20000000.0,Pre-series B,2021
Vahak,Bengaluru,Transportation,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,RTP Global,5000000.0,Pre-series A,2021
goSTOPS,Delhi,Hospitality,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,"IAN, Yuj Ventures",1000000.0,Pre-series A,2021
Crejo.Fun,Bengaluru,EdTech,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,"Matrix Partners India, 021 Capital",3000000.0,Seed,2021
Locus,Bengaluru,Logistics,Locus is an intelligent decision-making and automation platform for logistics.,"Blume Ventures, Exfinity Venture Partners",50000000.0,Series C,2021
MYBYK,Ahmadabad,Rental,MYBYK is an app that provides premium bicycle sharing and rental service.,Avon Cycles,1000000.0,Pre-series A,2021
Urban Company,Delhi,Home services,Urban Company is an India-based company providing a marketplace for freelance labor.,"Vy Capital, Wellington Management",250000000.0,Series F,2021
Good Health Clinic,Hyderabad,HealthCare,Full Stack Digital Health Clinic,Khosla Ventures,5000000.0,Seed,2021
GalaxEye,Chennai,SpaceTech,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,Speciale Invest,3500000.0,Pre-seed,2021
Breathe Well-being,Delhi,HealthCare,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,"Stanford Angels and Entrepreneurs India, Anjali Bansal",1000000.0,Pre-series A,2021
Almo,Gurugram,D2C Fashion,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,Angelist India,3500000.0,Seed,2021
Jobsgaar,Delhi,Job discovery platform,India's first District level/ Hyper Local Job discovery platform,SucSEED Indovation Fund,140000.0,Seed,2021
Avishkaar,Delhi,EdTech,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,Auxano,600000.0,Pre-series A,2021
Delhivery,Gurugram,Logistics,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.","Fidelity, GIC",270000000.0,Series H,2021
Accio Robotics,Bengaluru,Industrial Automation,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,Uday Sodhi,3500000.0,Seed,2021
Powerplay,Bengaluru,Construction,Powerplay helps simplify end to end Construction and Architecture project management.,"Sequoia’s Surge, Accel Partners",5200000.0,Seed,2021
Biocraft Innovation Technology,Noida,Environmental service,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,JITO Angel Network,3500000.0,Pre-seed,2021
Codedamn,Delhi,Computer software,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,Antler India,3500000.0,Pre-seed,2021
PeakPerformer,Bengaluru,EdTech,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",Antler India,3500000.0,Early seed,2021
TWID,Bengaluru,FinTech,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions","BEENEXT, Sequoia’s Surge",2500000.0,Seed,2021
Arcatron Mobility,Pune,Healthcare,Mission is to advance global standards of assisted living and make it dignified and safer.,Klub,3500000.0,Seed,2021
Leegality,Gurugram,IT company,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016","IIFL, Mumbai Angels",3500000.0,Pre-series A,2021
Aquaconnect,Chennai,Fishery,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,"Rebright Partners, Flourish Ventures",4000000.0,Pre-series A,2021
UrbanKisaan,Hyderabad,Food & Beverages,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,BASF Venture Capital GmbH,3500000.0,Seed,2021
AdmitKard,Noida,EdTech,A tech solution for end to end career advisory to students looking to study abroad.,$1000000,3500000.0,Seed,2021
Arcana,Bengaluru,Information Technology,Arcana is the Storage Layer of Ethereum.,Balaji Srinivasan,370000.0,Seed,2021
Pankhuri,Bengaluru,Social community,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",Sequoia’s Surge,3200000.0,Seed,2021
SMOOR,Bengaluru,Food & Beverages,Instigate your sixth sense with our new range of chocolates.,Klub,3500000.0,Seed,2021
EasyAspataal,Mumbai,Healthcare,India’s First Digital Admission Desk for Hospitalisation.,Venture Catalysts,500000.0,Seed,2021
Kredent,Kolkata,EdTech,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,Kotak Securities,1000000.0,Seed,2021
Trell,Bengaluru,Social commerce,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,"Mirae Asset, H&M",45000000.0,Series B,2021
Little Leap,Delhi,EdTech,Soft Skills that make Smart Leaders,Vishal Gupta,3500000.0,$300000,2021
Oliveboard,Bengaluru,EdTech,Oliveboard is the top exam preparation platform for Banking & Government Exams.,IAN Fund,3000000.0,Seed,2021
Bikry app,Noida,Consumer software,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",YCombinator,1300000.0,Seed,2021
Ola Electric,Bengaluru,Automotive,Ola Electric - The future of mobility is here.  Charging ahead to accelerate the world’s transition to sustainable mobility.,Bank of Baroda,100000000.0,Debt,2021
NirogGyan,Gurugram,Healthcare,"Simplifying Diagnostics for labs, doctors, and people.","Healthcare veterans, PIEDS",3500000.0,Seed,2021
Slang Labs,Bengaluru,Computer software,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,100x Entrepreneurs,3500000.0,Seed,2021
Vah Vah!,Bengaluru,EdTech,A mission to educate India and make its young and dynamic population job ready.,Sequoia Surge,1800000.0,Seed,2021
Square Yards,Gurugram,Real Estate,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,ADM Capital,25000000.0,Seed,2021
LetsDressUp,Gurugram,Apparel & Fashion,Building India's version of Stitch Fix,"Titan Capital, Sequoia Capital",300000.0,Pre-series A,2021
BHyve,Mumbai,Human Resources,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,"Omkar Pandharkame, Ketaki Ogale",3500000.0,$300000,2021
Skylark Drones,Bengaluru,Aviation,"Enterprise drone solutions that help plan, build, and sustain the world we live in.","InfoEdge Ventures, IAN Fund",3000000.0,Pre-series A,2021
Furlenco,Bengaluru,Consumer Goods,Furlenco is a different furniture company.,Zinnia Global,100000000.0,Seed,2021
WinZO,Delhi,Gaming,WinZO is the largest social gaming and entertainment platform in India.,Griffin Gaming Partners,65000000.0,Series C,2021
Licious,Bengaluru,Food & Beverages,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Temasek, Multiples PE",192000000.0,Series F,2021
FRAAZO,Mumbai,Food & Beverages,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Sixth Sense Ventures, NABVENTURES",11000000.0,Series A,2021
Digit Insurance,Bengaluru,Insuretech,"Digit becomes the first Unicorn of 2021, valued at $1.9B.","Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",200000000.0,Seed,2021
ION Energy,Mumbai,Automotive,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,Undisclosed,3600000.0,Pre-series A,2021
TyrePlex,Delhi,B2B E-commerce,Tyreplex is digitizing the tyre dealers in India.,AdvantEdge Founders,3500000.0,Seed,2021
The Sleep Company,Mumbai,Consumer Goods,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,Fireside Ventures,1000000.0,Pre-series A,2021
Gourmet Garden,Bengaluru,Farming,"100% contamination free, pesticide free naturoponically grown vegetables.","Beyond Next Ventures, M Venture Partners",3000000.0,Seed,2021
peAR,Mumbai,Deeptech,An AR / VR tech based Start-up in Mumbai.,Inflection Point Ventures,300000.0,Pre-series A1,2021
Ati Motors,Bengaluru,Automotive,Autonomous industrial vehicle maker,"Blume Ventures, Exfinity Venture Partners",35000000.0,Pre-series A,2021
Pratilipi,Bengaluru,Online storytelling,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.","Krafton Inc, Omidyar",48000000.0,Seed,2021
The Ayurveda Co,Gurugram,Consumer Goods,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,"GetVantage, Velocity, Shiprocket Capital",3500000.0,Seed,2021
Indi Energy,Roorkee,Renewables & Environment,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",Mumbai Angels Network,3500000.0,Seed,2021
Sapio Analytics,Mumbai,Computer software,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,Parthiv Group,150000.0,Seed,2021
Biocon Biologics,Bengaluru,BioTechnology,"Biocon is a fully integrated pure play biosimilars organization, globally engaged in developing high quality affordable biosimilars.","Goldman Sachs, Tata Capital",70000000.0,Seed,2021
DcodeAI,Delhi,EdTech,EMPOWER LEARNERS TO BE FUTURE READY USING AI,S Chand,500000.0,Seed,2021
HobSpace,Mumbai,EdTech,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,"Siddharth Bhaskar Shah, Upsparks",100000.0,Pre-series A1,2021
Progcap,Delhi,FinTech,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Somak Ghosh, M V Nair",1000000.0,Debt,2021
OwO,Gurugram,E-commerce,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",ah! Ventures,200000.0,Seed,2021
Eduvanz,Mumbai,FinTech,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","InCred Financial Services, Vivriti Capital, Northern Arc Capital",10000000.0,Debt,2021
GlobalFair,Gurugram,Trading platform,One-stop solution for all your procurement needs,"Saama Capital, India Quotient",2000000.0,Seed,2021
Unlu,Gurugram,Celebrity Engagement,Personalised Video Shoutout from top celebrities,EXPERT DOJO,1000000.0,Seed,2021
SarvaGram,Mumbai,FinTech,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,Elevation Capital,10000000.0,Series B,2021
ABL Workspaces,Delhi,Hospitality,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,Wurk,600000.0,Pre-series A,2021
Siply,Bengaluru,FinTech,Siply Services operates as a micro-savings platform.,Inflection Point Ventures,1000000.0,Seed,2021
Newton School,Bengaluru,EdTech,Newton School is a platform to learn and develop skills that you need for your best Tech career.,"RTP Global, Harshil Mathur",5000000.0,Series A,2021
AutomataPi,Powai,Automation,AutomataPi is a next generation cognitive business process automation engine.,Indian Angel Network,400000.0,Seed,2021
Supersourcing,Indore,Software company,Build your next app or website with our exclusive network of certified IT companies.,"Vijay Shekhar Sharma, Dr Ritesh Malik",200000.0,Seed,2021
VerSe Innovation,Bengaluru,Innovation Management,Owner of Dailyhunt App and I-Pay,"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0,Series H,2021
Hypd Store,Delhi,Content commerce,"A shop worthy content platform, personalized!",ScoopWhoop,3500000.0,Pre-seed,2021
Zingavita,Chandigarh,HealthTech,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",Anicut Angel Fund,400000.0,Seed,2021
TenderCuts,Chennai,Food Industry,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.","Paragon Partners, NABVENTURES",15000000.0,Seed,2021
